上证50 (000016) on 06-17 17:05:51, price= 3000.03, ratio= -1.57%,amount=941910.56 
山西三维(000755) on 07-13 22:17:49, price= 7.52, ratio=  0.27%,amount=19336.95 
新华制药(000756) on 07-13 22:17:49, price= 9.83, ratio=  0.51%,amount=14507.20 
浩物股份(000757) on 07-13 22:17:49, price= 9.89, ratio=  4.11%,amount=42752.86 
中色股份(000758) on 07-13 22:17:49, price=16.18, ratio=  3.06%,amount=65658.36 
中百集团(000759) on 07-13 22:17:49, price= 9.17, ratio=  5.52%,amount=31291.94 
斯太尔  (000760) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
本钢板材(000761) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
西藏矿业(000762) on 07-13 22:17:49, price=13.45, ratio=  1.13%,amount=31561.42 
通化金马(000766) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
漳泽电力(000767) on 07-13 22:17:49, price= 6.75, ratio=  3.85%,amount=70628.48 
中航飞机(000768) on 07-13 22:17:49, price=33.56, ratio=  3.42%,amount=267832.10 
广发证券(000776) on 07-13 22:17:49, price=22.35, ratio=  1.31%,amount=382232.05 
中核科技(000777) on 07-13 22:17:49, price=26.09, ratio=  0.35%,amount=67866.85 
新兴铸管(000778) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
三毛派神(000779) on 07-13 22:17:49, price=13.21, ratio=  3.28%,amount=15846.46 
平庄能源(000780) on 07-13 22:17:49, price= 6.08, ratio=  0.00%,amount=1219.52 
美达股份(000782) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
长江证券(000783) on 07-13 22:17:49, price=13.42, ratio=  2.05%,amount=378843.41 
武汉中商(000785) on 07-13 22:17:49, price=11.36, ratio=  4.60%,amount=18615.60 
北新建材(000786) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
北大医药(000788) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
万年青  (000789) on 07-13 22:17:49, price= 8.20, ratio=  5.13%,amount=35702.51 
华神集团(000790) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
甘肃电投(000791) on 07-13 22:17:49, price=10.62, ratio=  0.00%,amount=10315.68 
盐湖股份(000792) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华闻传媒(000793) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
太原刚玉(000795) on 07-13 22:17:49, price=10.53, ratio=  0.48%,amount=18283.58 
易食股份(000796) on 07-13 22:17:49, price=17.92, ratio=  0.00%,amount=1387.36 
中国武夷(000797) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中水渔业(000798) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST酒鬼 (000799) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
一汽轿车(000800) on 07-13 22:17:49, price=17.75, ratio=  7.38%,amount=129344.27 
四川九洲(000801) on 07-13 22:17:49, price=17.92, ratio=  0.00%,amount=1690.23 
北京文化(000802) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金宇车城(000803) on 07-13 22:17:49, price=18.60, ratio=  7.83%,amount=36291.45 
银河投资(000806) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
云铝股份(000807) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
铁岭新城(000809) on 07-13 22:17:49, price= 8.20, ratio=  5.94%,amount=42080.05 
创维数字(000810) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
烟台冰轮(000811) on 07-13 22:17:49, price=12.13, ratio=  0.00%,amount=3651.74 
陕西金叶(000812) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
天山纺织(000813) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST美利 (000815) on 07-13 22:17:49, price=20.00, ratio=  4.82%,amount=71726.91 
智慧农业(000816) on 07-13 22:17:49, price= 7.98, ratio=  0.00%,amount=56486.48 
方大化工(000818) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
岳阳兴长(000819) on 07-13 22:17:49, price=26.11, ratio=  2.23%,amount=33161.43 
金城股份(000820) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
京山轻机(000821) on 07-13 22:17:49, price=19.20, ratio=  0.00%,amount=76732.17 
山东海化(000822) on 07-13 22:17:49, price= 6.79, ratio=  1.04%,amount=28070.13 
超声电子(000823) on 07-13 22:17:49, price=11.13, ratio=  0.45%,amount=47156.53 
太钢不锈(000825) on 07-13 22:17:49, price= 5.82, ratio=  5.24%,amount=105442.74 
桑德环境(000826) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
东莞控股(000828) on 07-13 22:17:49, price= 9.21, ratio=  0.00%,amount=261.37 
天音控股(000829) on 07-13 22:17:49, price=11.98, ratio=  0.59%,amount=64019.26 
鲁西化工(000830) on 07-13 22:17:49, price= 8.31, ratio=  0.36%,amount=71429.59 
五矿稀土(000831) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
贵糖股份(000833) on 07-13 22:17:49, price=13.76, ratio=  0.00%,amount=16706.97 
长城动漫(000835) on 07-13 22:17:49, price=13.72, ratio=  4.73%,amount=53462.35 
鑫茂科技(000836) on 07-13 22:17:49, price=14.64, ratio=  6.86%,amount=22434.09 
秦川机床(000837) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
国兴地产(000838) on 07-13 22:17:49, price=17.01, ratio=  0.00%,amount=14819.16 
中信国安(000839) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
承德露露(000848) on 07-13 22:17:49, price=19.11, ratio=  3.86%,amount=94914.04 
华茂股份(000850) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
高鸿股份(000851) on 07-13 22:17:49, price=12.19, ratio=  5.09%,amount=66261.91 
石化机械(000852) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
冀东装备(000856) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
五粮液  (000858) on 07-13 22:17:49, price=28.36, ratio=  6.82%,amount=371728.29 
国风塑业(000859) on 07-13 22:17:49, price= 5.30, ratio=  0.00%,amount=692.68 
顺鑫农业(000860) on 07-13 22:17:49, price=19.99, ratio=  0.96%,amount=48007.28 
海印股份(000861) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
银星能源(000862) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
三湘股份(000863) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
安凯客车(000868) on 07-13 22:17:49, price= 7.17, ratio=  2.43%,amount=32962.48 
张裕Ａ  (000869) on 07-13 22:17:49, price=46.05, ratio=  4.90%,amount=40564.69 
吉电股份(000875) on 07-13 22:17:49, price= 9.77, ratio=  2.84%,amount=140793.71 
新希望  (000876) on 07-13 22:17:49, price=18.34, ratio=  3.97%,amount=115952.10 
天山股份(000877) on 07-13 22:17:49, price= 9.12, ratio=  3.75%,amount=55425.01 
云南铜业(000878) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
潍柴重机(000880) on 07-13 22:17:49, price=15.26, ratio=  9.00%,amount=41844.26 
大连国际(000881) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华联股份(000882) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
湖北能源(000883) on 07-13 22:17:49, price= 6.69, ratio=  0.00%,amount=42672.51 
同力水泥(000885) on 07-13 22:17:49, price=11.89, ratio=  7.02%,amount=18382.01 
海南高速(000886) on 07-13 22:17:49, price= 6.00, ratio=  2.04%,amount=41472.16 
中鼎股份(000887) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
峨眉山Ａ(000888) on 07-13 22:17:49, price=12.01, ratio=  4.25%,amount=39819.19 
茂业物流(000889) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
法尔胜  (000890) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST星美 (000892) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
东凌粮油(000893) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
双汇发展(000895) on 07-13 22:17:49, price=22.59, ratio=  5.07%,amount=236389.32 
津滨发展(000897) on 07-13 22:17:49, price= 6.78, ratio=  2.57%,amount=57341.81 
鞍钢股份(000898) on 07-13 22:17:49, price= 6.96, ratio=  6.75%,amount=91716.79 
赣能股份(000899) on 07-13 22:17:49, price=11.12, ratio=  1.09%,amount=24730.70 
现代投资(000900) on 07-13 22:17:49, price=10.06, ratio=  6.34%,amount=71643.53 
航天科技(000901) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
新洋丰  (000902) on 07-13 22:17:49, price=27.52, ratio=  0.00%,amount=7364.22 
云内动力(000903) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
厦门港务(000905) on 07-13 22:17:49, price=11.52, ratio=  1.05%,amount=27412.92 
物产中拓(000906) on 07-13 22:17:49, price=13.75, ratio=  0.00%,amount=15132.52 
景峰医药(000908) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
数源科技(000909) on 07-13 22:17:49, price=11.94, ratio=  0.00%,amount=20128.81 
大亚科技(000910) on 07-13 22:17:49, price=14.93, ratio=  4.77%,amount=29293.03 
南宁糖业(000911) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST天化 (000912) on 07-13 22:17:49, price= 6.42, ratio=  0.00%,amount=793.41 
钱江摩托(000913) on 07-13 22:17:49, price= 7.73, ratio=  0.00%,amount=17474.83 
山大华特(000915) on 07-13 22:17:49, price=42.17, ratio=  0.43%,amount=21581.84 
华北高速(000916) on 07-13 22:17:49, price= 6.66, ratio=  4.06%,amount=17157.99 
电广传媒(000917) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
嘉凯城  (000918) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金陵药业(000919) on 07-13 22:17:49, price=18.04, ratio=  3.80%,amount=21291.13 
南方汇通(000920) on 07-13 22:17:49, price=16.05, ratio=  0.00%,amount=27234.62 
海信科龙(000921) on 07-13 22:17:49, price=12.63, ratio=  5.87%,amount=42250.35 
佳电股份(000922) on 07-13 22:17:49, price=12.13, ratio=  5.94%,amount=25869.82 
河北宣工(000923) on 07-13 22:17:49, price=19.11, ratio=  7.97%,amount=41041.28 
众合科技(000925) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
福星股份(000926) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST夏利 (000927) on 07-13 22:17:49, price= 7.70, ratio=  2.67%,amount=41347.03 
中钢国际(000928) on 07-13 22:17:49, price=23.99, ratio=  6.15%,amount=55629.98 
兰州黄河(000929) on 07-13 22:17:49, price=19.56, ratio=  7.71%,amount=36603.92 
中粮生化(000930) on 07-13 22:17:49, price=14.05, ratio=  4.46%,amount=102659.10 
中关村  (000931) on 07-13 22:17:49, price= 9.99, ratio=  0.00%,amount=40537.24 
华菱钢铁(000932) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
神火股份(000933) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
四川双马(000935) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华西股份(000936) on 07-13 22:17:49, price=11.85, ratio=  5.61%,amount=82006.47 
冀中能源(000937) on 07-13 22:17:49, price= 6.53, ratio=  5.66%,amount=62120.85 
紫光股份(000938) on 07-13 22:17:49, price=75.33, ratio=  1.80%,amount=106988.32 
凯迪电力(000939) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
南天信息(000948) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
新乡化纤(000949) on 07-13 22:17:49, price= 6.84, ratio=  4.75%,amount=42368.71 
建峰化工(000950) on 07-13 22:17:49, price= 6.44, ratio=  0.00%,amount=1692.76 
中国重汽(000951) on 07-13 22:17:49, price=20.88, ratio=  5.51%,amount=31352.75 
广济药业(000952) on 07-13 22:17:49, price=11.87, ratio=  0.00%,amount=28749.54 
河池化工(000953) on 07-13 22:17:49, price= 8.75, ratio=  1.86%,amount=14974.31 
欣龙控股(000955) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中通客车(000957) on 07-13 22:17:49, price=19.95, ratio=  8.84%,amount=59213.15 
东方能源(000958) on 07-13 22:17:49, price=25.12, ratio=  0.00%,amount=14278.84 
首钢股份(000959) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
锡业股份(000960) on 07-13 22:17:49, price=13.10, ratio=  0.00%,amount=4765.38 
中南建设(000961) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
东方钽业(000962) on 07-13 22:17:49, price=12.41, ratio=  8.57%,amount=25826.87 
华东医药(000963) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
天保基建(000965) on 07-13 22:17:49, price= 7.67, ratio=  3.79%,amount=37033.85 
长源电力(000966) on 07-13 22:17:49, price=15.07, ratio=  5.38%,amount=67614.17 
上风高科(000967) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
煤气化  (000968) on 07-13 22:17:49, price= 8.94, ratio=  5.30%,amount=25593.82 
安泰科技(000969) on 07-13 22:17:49, price=11.74, ratio=  0.00%,amount=1718.94 
中科三环(000970) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
蓝鼎控股(000971) on 07-13 22:17:49, price=18.94, ratio=  0.00%,amount=692.69 
新中基  (000972) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
佛塑科技(000973) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
银泰资源(000975) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST春晖 (000976) on 07-13 22:17:49, price= 9.15, ratio=  1.10%,amount=60877.20 
浪潮信息(000977) on 07-13 22:17:49, price=21.78, ratio=  0.00%,amount=3231.19 
桂林旅游(000978) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中弘股份(000979) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金马股份(000980) on 07-13 22:17:49, price= 7.18, ratio=  0.14%,amount=34828.32 
银亿股份(000981) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中银绒业(000982) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
西山煤电(000983) on 07-13 22:17:49, price= 7.76, ratio=  8.23%,amount=120796.15 
大庆华科(000985) on 07-13 22:17:49, price=18.22, ratio=  5.32%,amount=13514.83 
广州友谊(000987) on 07-13 22:17:49, price=21.33, ratio=  1.52%,amount=34332.66 
华工科技(000988) on 07-13 22:17:49, price=13.70, ratio=  0.00%,amount=21630.75 
九芝堂  (000989) on 07-13 22:17:49, price=30.84, ratio=  5.69%,amount=48400.16 
诚志股份(000990) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
闽东电力(000993) on 07-13 22:17:49, price= 9.17, ratio=  3.62%,amount=17858.40 
*ST皇台 (000995) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中国中期(000996) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
新大陆  (000997) on 07-13 22:17:49, price=23.32, ratio=  0.00%,amount=20637.26 
隆平高科(000998) on 07-13 22:17:49, price=24.17, ratio=  5.09%,amount=116733.04 
华润三九(000999) on 07-13 22:17:49, price=29.56, ratio=  4.08%,amount=85936.64 
宗申动力(001696) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
豫能控股(001896) on 07-13 22:17:49, price=14.15, ratio=  6.79%,amount=24662.75 
新和成  (002001) on 07-13 22:17:49, price=18.80, ratio=  1.68%,amount=79153.68 
鸿达兴业(002002) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
伟星股份(002003) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华邦颖泰(002004) on 07-13 22:17:49, price=11.46, ratio=  0.00%,amount=2638.91 
德豪润达(002005) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
精功科技(002006) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华兰生物(002007) on 07-13 22:17:49, price=43.74, ratio=  0.00%,amount=5963.40 
大族激光(002008) on 07-13 22:17:49, price=26.74, ratio=  1.67%,amount=193203.38 
天奇股份(002009) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
传化股份(002010) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
盾安环境(002011) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
凯恩股份(002012) on 07-13 22:17:49, price= 9.74, ratio= 13.26%,amount=88861.22 
中航机电(002013) on 07-13 22:17:49, price=21.67, ratio=  0.00%,amount=6524.89 
永新股份(002014) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST霞客 (002015) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
世荣兆业(002016) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
东信和平(002017) on 07-13 22:17:49, price=15.39, ratio=  0.00%,amount=8457.76 
华信国际(002018) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
亿帆鑫富(002019) on 07-13 22:17:49, price=26.09, ratio=  0.00%,amount=673.12 
京新药业(002020) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中捷资源(002021) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
科华生物(002022) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
海特高新(002023) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
苏宁云商(002024) on 07-13 22:17:49, price=14.20, ratio=  1.43%,amount=489533.69 
航天电器(002025) on 07-13 22:17:49, price=21.30, ratio=  0.00%,amount=11903.39 
山东威达(002026) on 07-13 22:17:49, price=10.64, ratio=  6.19%,amount=15548.36 
七喜控股(002027) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
思源电气(002028) on 07-13 22:17:49, price=18.66, ratio=  4.25%,amount=70492.03 
七匹狼  (002029) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
达安基因(002030) on 07-13 22:17:49, price=35.28, ratio=  0.00%,amount=6046.91 
巨轮股份(002031) on 07-13 22:17:49, price=14.21, ratio=  0.00%,amount=7076.40 
苏泊尔  (002032) on 07-13 22:17:49, price=28.29, ratio=  6.84%,amount=18055.00 
丽江旅游(002033) on 07-13 22:17:49, price=14.08, ratio=  4.68%,amount=43262.91 
美欣达  (002034) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华帝股份(002035) on 07-13 22:17:49, price=17.58, ratio=  8.52%,amount=46883.71 
汉麻产业(002036) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
久联发展(002037) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
双鹭药业(002038) on 07-13 22:17:49, price=49.50, ratio=  0.00%,amount=4765.39 
黔源电力(002039) on 07-13 22:17:49, price=17.11, ratio=  4.78%,amount=35891.25 
南京港  (002040) on 07-13 22:17:49, price=13.07, ratio=  3.73%,amount=12965.84 
登海种业(002041) on 07-13 22:17:49, price=20.93, ratio=  9.98%,amount=73872.98 
华孚色纺(002042) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
兔宝宝  (002043) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
江苏三友(002044) on 07-13 22:17:49, price=38.91, ratio=  0.00%,amount=83070.61 
国光电器(002045) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
轴研科技(002046) on 07-13 22:17:49, price=10.45, ratio=  0.00%,amount=16554.48 
宝鹰股份(002047) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
宁波华翔(002048) on 07-13 22:17:49, price=20.74, ratio=  8.76%,amount=87323.36 
同方国芯(002049) on 07-13 22:17:49, price=37.58, ratio=  0.21%,amount=42877.96 
三花股份(002050) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中工国际(002051) on 07-13 22:17:49, price=25.77, ratio=  0.00%,amount=50267.54 
同洲电子(002052) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
云南盐化(002053) on 07-13 22:17:49, price=22.14, ratio=  0.00%,amount=8294.22 
德美化工(002054) on 07-13 22:17:49, price= 9.99, ratio=  0.00%,amount=16686.07 
得润电子(002055) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
横店东磁(002056) on 07-13 22:17:49, price=23.82, ratio=  0.04%,amount=41187.15 
中钢天源(002057) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
威尔泰  (002058) on 07-13 22:17:49, price=15.08, ratio=  0.00%,amount=1777.33 
云南旅游(002059) on 07-13 22:17:49, price=10.88, ratio=  5.73%,amount=11616.43 
粤水电  (002060) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
江山化工(002061) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
宏润建设(002062) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
远光软件(002063) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华峰氨纶(002064) on 07-13 22:17:49, price= 8.39, ratio=  2.57%,amount=61863.86 
东华软件(002065) on 07-13 22:17:49, price=21.09, ratio=  0.00%,amount=7704.36 
瑞泰科技(002066) on 07-13 22:17:49, price=17.29, ratio=  4.35%,amount=31503.62 
景兴纸业(002067) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
黑猫股份(002068) on 07-13 22:17:49, price= 5.75, ratio=  0.00%,amount=374.53 
獐子岛  (002069) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
众和股份(002070) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
长城影视(002071) on 07-13 22:17:49, price=13.86, ratio=  0.00%,amount=1153.31 
凯瑞德  (002072) on 07-13 22:17:49, price=14.72, ratio=  0.00%,amount=550.52 
软控股份(002073) on 07-13 22:17:49, price=19.51, ratio=  2.68%,amount=85623.83 
东源电器(002074) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
沙钢股份(002075) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
雪莱特  (002076) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
